"id","text","gold_standard","gpt5_label","gemini3_label","llama3_label","confidence_gpt5","confidence_gemini3","confidence_llama3","rationale_gpt5","rationale_gemini3","rationale_llama3","source"
"syn_022","","support","support","support","support",0.857603274856228,0.920890343131032,0.925090688851196,"","","","synthetic"
"syn_023","","support","support","support","support",0.777677110792138,0.85779598779045,0.784838270908222,"","","","synthetic"
"syn_024","","support","support","support","support",0.94080381722888,0.9175263009849,0.832265917374752,"","","","synthetic"
"syn_025","","support","support","support","opposing",0.802476699685212,0.895270605850965,0.593914549308829,"","","","synthetic"
"syn_026","","support","support","support","opposing",0.88703248782549,0.861386002146173,0.595644841238391,"","","","synthetic"
"syn_027","","support","support","support","support",0.73328614187194,0.848431491630617,0.858536804839969,"","","","synthetic"
"syn_028","","support","support","support","support",0.942330416222103,0.82669089139672,0.756607602164149,"","","","synthetic"
"syn_029","","support","support","support","opposing",0.910083593148738,0.714848822553176,0.481545820343308,"","","","synthetic"
"syn_030","","opposing","opposing","opposing","support",0.84366360421991,0.808530541416258,0.61476909914054,"","","","synthetic"
"syn_031","","opposing","opposing","opposing","opposing",0.878220924106426,0.827426002873108,0.937401261751074,"","","","synthetic"
"syn_032","","support","support","support","opposing",0.73688019909896,0.826228235953022,0.614172043662984,"","","","synthetic"
"syn_033","","opposing","opposing","opposing","opposing",0.714719022379722,0.857762462738901,0.78068906981498,"","","","synthetic"
"syn_034","","support","support","support","support",0.718480257014744,0.785738045570906,0.706572279322427,"","","","synthetic"
"syn_035","","opposing","opposing","opposing","support",0.932676743238699,0.909692239004653,0.465943132853135,"","","","synthetic"
"syn_036","","support","support","support","support",0.838910435547586,0.726881096244324,0.86798896715045,"","","","synthetic"
"syn_037","","support","support","support","support",0.730290123831946,0.8728986283415,0.737007742503192,"","","","synthetic"
"syn_038","","support","support","support","support",0.735420689324383,0.770060678408481,0.898640842107125,"","","","synthetic"
"syn_039","","opposing","opposing","support","opposing",0.736599167680833,0.411685225006659,0.829153152112849,"","","","synthetic"
"syn_040","","support","support","support","support",0.786740054248366,0.906055136746727,0.705623816221487,"","","","synthetic"
"syn_041","","support","support","support","support",0.717632825067267,0.91835413336521,0.783215280785225,"","","","synthetic"
"syn_042","","opposing","opposing","opposing","opposing",0.857212723162956,0.885965924756601,0.8019539826666,"","","","synthetic"
"syn_043","","support","support","opposing","support",0.729087287082802,0.411999560461845,0.869184026133735,"","","","synthetic"
"syn_044","","support","support","support","support",0.885812754905783,0.89508163142018,0.73746507113101,"","","","synthetic"
"syn_045","","support","support","support","support",0.79098195360275,0.767025811935309,0.802324419596698,"","","","synthetic"
